NSR:StopPlace:10030;4263277
NSR:Quay:17098;412165001
NSR:StopPlace:10031;4121650
NSR:Quay:17099;402400401
NSR:StopPlace:10032;4024004
NSR:Quay:17100;412165201
NSR:StopPlace:10033;4121652
NSR:Quay:17101;402400501
NSR:StopPlace:10034;4024005
NSR:Quay:17102;412165301
NSR:StopPlace:10035;4121653
NSR:Quay:17103;402400601
NSR:StopPlace:10036;4024006
NSR:Quay:17104;412165401
NSR:StopPlace:10037;4121654
NSR:Quay:17105;426327802
NSR:StopPlace:10038;4263278
NSR:Quay:17106;412165501
NSR:StopPlace:10039;4121655
NSR:Quay:1618;122328401
NSR:StopPlace:1004;1223284
NSR:Quay:17107;402400801
NSR:StopPlace:10040;4024008
NSR:Quay:17108;412165601
NSR:StopPlace:10041;4121656
NSR:Quay:17109;402400901
NSR:StopPlace:10042;4024009
NSR:Quay:17110;412165701
NSR:StopPlace:10043;4121657
NSR:Quay:17111;402401001
NSR:StopPlace:10044;4024010
NSR:Quay:17112;426328001
NSR:StopPlace:10045;4263280
NSR:Quay:17113;412165802
NSR:Quay:17114;412165801
NSR:StopPlace:10046;4121658
NSR:Quay:17115;402401101
NSR:StopPlace:10047;4024011
NSR:Quay:17116;412165901
NSR:StopPlace:10048;4121659
NSR:Quay:17117;402401201
NSR:StopPlace:10049;4024012
NSR:Quay:1619;122328503
NSR:Quay:1621;122328502
NSR:Quay:1620;122328501
NSR:StopPlace:1005;1223285
NSR:Quay:17118;412166001
NSR:StopPlace:10050;4121660
NSR:Quay:17119;402401301
NSR:StopPlace:10051;4024013
NSR:Quay:17120;426328101
NSR:StopPlace:10052;4263281
NSR:Quay:17121;412166201
NSR:StopPlace:10053;4121662
NSR:Quay:17122;402401401
NSR:StopPlace:10054;4024014
NSR:Quay:17123;412166401
NSR:StopPlace:10055;4121664
NSR:Quay:17124;412166601
NSR:StopPlace:10056;4121666
NSR:Quay:17125;402401601
NSR:StopPlace:10057;4024016
NSR:Quay:17126;412166801
NSR:StopPlace:10058;4121668
NSR:Quay:17127;402401801
NSR:StopPlace:10059;4024018
NSR:Quay:1622;105540602
NSR:Quay:1623;105540601
NSR:StopPlace:1006;1055406
NSR:Quay:17128;426328201
NSR:StopPlace:10060;4263282
NSR:Quay:17129;412167001
NSR:StopPlace:10061;4121670
NSR:Quay:17130;402402001
NSR:StopPlace:10062;4024020
NSR:Quay:17131;412167201
NSR:StopPlace:10063;4121672
NSR:Quay:17132;402402201
NSR:StopPlace:10064;4024022
NSR:Quay:17133;412167401
NSR:StopPlace:10065;4121674
NSR:Quay:17134;402402302
NSR:StopPlace:10066;4024023
NSR:Quay:17135;426328301
NSR:StopPlace:10067;4263283
NSR:Quay:17136;412167601
NSR:StopPlace:10068;4121676
NSR:Quay:17137;402402401
NSR:StopPlace:10069;4024024
NSR:Quay:1624;135123502
NSR:Quay:1625;135123501
NSR:StopPlace:1007;1351235
NSR:Quay:17138;412167702
NSR:Quay:17139;412167701
NSR:StopPlace:10070;4121677
NSR:Quay:17140;402402601
NSR:StopPlace:10071;4024026
NSR:Quay:17141;412167801
NSR:StopPlace:10072;4121678
NSR:Quay:17143;426328403
NSR:Quay:17144;426328402
NSR:Quay:17142;426328401
NSR:StopPlace:10073;4263284
NSR:Quay:17145;412167901
NSR:StopPlace:10074;4121679
NSR:Quay:17146;402402701
NSR:StopPlace:10075;4024027
NSR:Quay:17147;402402801
NSR:StopPlace:10076;4024028
NSR:Quay:17148;412168001
NSR:StopPlace:10077;4121680
NSR:Quay:17149;412168201
NSR:StopPlace:10078;4121682
NSR:Quay:17150;402403001
NSR:StopPlace:10079;4024030
NSR:Quay:1627;122328601
NSR:Quay:1626;122328602
NSR:StopPlace:1008;1223286
NSR:Quay:17151;412168401
NSR:StopPlace:10080;4121684
NSR:Quay:17152;426328601
NSR:StopPlace:10081;4263286
NSR:Quay:17153;402403201
NSR:StopPlace:10082;4024032
NSR:Quay:17154;412168601
NSR:StopPlace:10083;4121686
NSR:Quay:17155;402403401
NSR:StopPlace:10084;4024034
NSR:Quay:17156;412168802
NSR:Quay:17157;412168801
NSR:StopPlace:10085;4121688
NSR:Quay:17158;402403501
NSR:StopPlace:10086;4024035
NSR:Quay:17159;412169001
NSR:StopPlace:10087;4121690
NSR:Quay:17160;426328701
NSR:StopPlace:10088;4263287
NSR:Quay:17161;402403601
NSR:StopPlace:10089;4024036
NSR:Quay:1628;135124002
NSR:Quay:1631;135124001
NSR:Quay:1634;135124003
NSR:StopPlace:1009;1351240
NSR:Quay:17162;412169201
NSR:StopPlace:10090;4121692
NSR:Quay:17163;402403801
NSR:StopPlace:10091;4024038
NSR:Quay:17165;412169301
NSR:Quay:17164;412169302
NSR:StopPlace:10092;4121693
NSR:Quay:17166;402404001
NSR:StopPlace:10093;4024040
NSR:Quay:17167;412169402
NSR:Quay:17168;412169401
NSR:StopPlace:10094;4121694
NSR:Quay:17169;426328801
NSR:StopPlace:10095;4263288
NSR:Quay:17170;402404201
NSR:StopPlace:10096;4024042
NSR:Quay:17171;412169602
NSR:Quay:17172;412169601
NSR:StopPlace:10097;4121696
NSR:Quay:17173;402404401
NSR:StopPlace:10098;4024044
NSR:Quay:17174;412169801
NSR:Quay:17175;412169802
NSR:StopPlace:10099;4121698
NSR:Quay:1632;122328701
NSR:Quay:1630;122328702
NSR:StopPlace:1010;1223287
NSR:Quay:17176;402404601
NSR:Quay:17179;402404602
NSR:StopPlace:10100;4024046
NSR:Quay:17177;412170001
NSR:Quay:17178;412170002
NSR:StopPlace:10101;4121700
NSR:Quay:17180;412170201
NSR:Quay:17181;412170202
NSR:StopPlace:10102;4121702
NSR:Quay:17182;402404802
NSR:Quay:17183;402404801
NSR:StopPlace:10103;4024048
NSR:Quay:17184;426329001
NSR:StopPlace:10104;4263290
NSR:Quay:17186;412170401
NSR:Quay:17185;412170402
NSR:StopPlace:10105;4121704
NSR:Quay:17187;402405001
NSR:StopPlace:10106;4024050
NSR:Quay:17189;412170601
NSR:Quay:17188;412170602
NSR:StopPlace:10107;4121706
NSR:Quay:17190;402405201
NSR:StopPlace:10108;4024052
NSR:Quay:17191;412170801
NSR:Quay:17192;412170802
NSR:StopPlace:10109;4121708
NSR:Quay:1629;105541102
NSR:Quay:1633;105541101
NSR:StopPlace:1011;1055411
NSR:Quay:17193;426329201
NSR:StopPlace:10110;4263292
NSR:Quay:17194;402405301
NSR:Quay:17195;402405302
NSR:StopPlace:10111;4024053
NSR:Quay:17196;412171001
NSR:Quay:17197;412171002
NSR:StopPlace:10112;4121710
NSR:Quay:17198;402405401
NSR:StopPlace:10113;4024054
NSR:Quay:17199;412171201
NSR:Quay:17200;412171202
NSR:StopPlace:10114;4121712
NSR:Quay:17201;402405502
NSR:Quay:17202;402405501
NSR:StopPlace:10115;4024055
NSR:Quay:17203;412171402
NSR:Quay:17204;412171401
NSR:StopPlace:10116;4121714
NSR:Quay:17205;426329401
NSR:StopPlace:10117;4263294
NSR:Quay:17206;402405601
NSR:StopPlace:10118;4024056
NSR:Quay:17207;412171602
NSR:Quay:17208;412171601
NSR:StopPlace:10119;4121716
NSR:Quay:1635;122328802
NSR:Quay:1636;122328801
NSR:StopPlace:1012;1223288
NSR:Quay:17209;412171801
NSR:Quay:17211;412171802
NSR:StopPlace:10120;4121718
NSR:Quay:17210;402405701
NSR:StopPlace:10121;4024057
NSR:Quay:17212;412172002
NSR:Quay:17214;412172001
NSR:StopPlace:10122;4121720
NSR:Quay:17213;402405801
NSR:StopPlace:10123;4024058
NSR:Quay:17215;426345201
NSR:StopPlace:10124;4263452
NSR:Quay:17216;412172202
NSR:Quay:17217;412172201
NSR:StopPlace:10125;4121722
NSR:Quay:17219;402405901
NSR:Quay:17218;402405902
NSR:StopPlace:10126;4024059
NSR:Quay:17220;412172401
NSR:Quay:17221;412172402
NSR:StopPlace:10127;4121724
NSR:Quay:17222;402406001
NSR:StopPlace:10128;4024060
NSR:Quay:17223;412172602
NSR:Quay:17224;412172601
NSR:StopPlace:10129;4121726
NSR:Quay:100103;122328901
NSR:Quay:1637;122328902
NSR:StopPlace:1013;1223289
NSR:Quay:17225;402406201
NSR:StopPlace:10130;4024062
NSR:Quay:17226;426345401
NSR:StopPlace:10131;4263454
NSR:Quay:17227;412172802
NSR:Quay:17228;412172801
NSR:StopPlace:10132;4121728
NSR:Quay:17229;402406401
NSR:StopPlace:10133;4024064
NSR:Quay:17230;412173001
NSR:Quay:17231;412173002
NSR:StopPlace:10134;4121730
NSR:Quay:17232;402406601
NSR:StopPlace:10135;4024066
NSR:Quay:17233;412173202
NSR:Quay:17234;412173201
NSR:StopPlace:10136;4121732
NSR:Quay:17235;402406801
NSR:StopPlace:10137;4024068
NSR:Quay:17236;426345501
NSR:StopPlace:10138;4263455
NSR:Quay:17237;412173401
NSR:Quay:17238;412173402
NSR:StopPlace:10139;4121734
NSR:Quay:1638;105541501
NSR:Quay:1640;105541502
NSR:StopPlace:1014;1055415
NSR:Quay:17239;402407001
NSR:StopPlace:10140;4024070
NSR:Quay:17240;412173601
NSR:Quay:17241;412173602
NSR:StopPlace:10141;4121736
NSR:Quay:17242;402407201
NSR:StopPlace:10142;4024072
NSR:Quay:17244;412173802
NSR:Quay:17243;412173801
NSR:StopPlace:10143;4121738
NSR:Quay:17245;402407401
NSR:StopPlace:10144;4024074
NSR:Quay:17246;426345701
NSR:StopPlace:10145;4263457
NSR:Quay:17247;412174001
NSR:Quay:17248;412174002
NSR:StopPlace:10146;4121740
NSR:Quay:17249;402407601
NSR:StopPlace:10147;4024076
NSR:Quay:17250;412174201
NSR:Quay:17251;412174202
NSR:StopPlace:10148;4121742
NSR:Quay:17252;402407801
NSR:StopPlace:10149;4024078
NSR:Quay:1641;135124102
NSR:Quay:1639;135124101
NSR:StopPlace:1015;1351241
NSR:Quay:17253;412174402
NSR:Quay:17254;412174401
NSR:StopPlace:10150;4121744
NSR:Quay:17255;402408001
NSR:StopPlace:10151;4024080
NSR:Quay:17257;426345801
NSR:StopPlace:10152;4263458
NSR:Quay:17258;412175801
NSR:Quay:17256;412175802
NSR:StopPlace:10153;4121758
NSR:Quay:17259;402408201
NSR:StopPlace:10154;4024082
NSR:Quay:17260;412176001
NSR:Quay:17261;412176002
NSR:StopPlace:10155;4121760
NSR:Quay:17262;402408301
NSR:StopPlace:10156;4024083
NSR:Quay:17264;412176201
NSR:Quay:17263;412176202
NSR:StopPlace:10157;4121762
NSR:Quay:17265;402408401
NSR:StopPlace:10158;4024084
NSR:Quay:17266;412176402
NSR:Quay:17267;412176401
NSR:StopPlace:10159;4121764
NSR:Quay:1642;122329002
NSR:Quay:1643;122329001
NSR:StopPlace:1016;1223290
NSR:Quay:17268;426346001
NSR:StopPlace:10160;4263460
NSR:Quay:17269;402409201
NSR:StopPlace:10161;4024092
NSR:Quay:17270;412176502
NSR:Quay:17271;412176501
NSR:StopPlace:10162;4121765
NSR:Quay:17272;402410001
NSR:StopPlace:10163;4024100
NSR:Quay:17274;412176601
NSR:Quay:17273;412176602
NSR:StopPlace:10164;4121766
NSR:Quay:17275;402410201
NSR:StopPlace:10165;4024102
NSR:Quay:17276;412176702
NSR:Quay:17278;412176701
NSR:StopPlace:10166;4121767
NSR:Quay:17277;426346201
NSR:StopPlace:10167;4263462
NSR:Quay:17279;402410401
NSR:StopPlace:10168;4024104
NSR:Quay:17280;412176801
NSR:Quay:17281;412176802
NSR:StopPlace:10169;4121768
NSR:Quay:1644;135124201
NSR:StopPlace:1017;1351242
NSR:Quay:17282;402410501
NSR:StopPlace:10170;4024105
NSR:Quay:17284;412177002
NSR:Quay:17283;412177001
NSR:StopPlace:10171;4121770
NSR:Quay:17285;402410601
NSR:StopPlace:10172;4024106
NSR:Quay:17286;426346301
NSR:StopPlace:10173;4263463
NSR:Quay:17287;412177601
NSR:StopPlace:10174;4121776
NSR:Quay:17288;402410801
NSR:StopPlace:10175;4024108
NSR:Quay:17289;412177801
NSR:StopPlace:10176;4121778
NSR:Quay:17290;402411001
NSR:StopPlace:10177;4024110
NSR:Quay:17292;412177901
NSR:Quay:17291;412177902
NSR:StopPlace:10178;4121779
NSR:Quay:17293;402411201
NSR:StopPlace:10179;4024112
NSR:Quay:1645;105542002
NSR:Quay:1646;105542001
NSR:StopPlace:1018;1055420
NSR:Quay:17294;426346401
NSR:StopPlace:10180;4263464
NSR:Quay:17296;412178002
NSR:Quay:17295;412178001
NSR:StopPlace:10181;4121780
NSR:Quay:17297;402411401
NSR:StopPlace:10182;4024114
NSR:Quay:17298;412178101
NSR:StopPlace:10183;4121781
NSR:Quay:17299;402411601
NSR:StopPlace:10184;4024116
NSR:Quay:17300;412178202
NSR:Quay:17302;412178201
NSR:StopPlace:10185;4121782
NSR:Quay:17303;426353602
NSR:Quay:17301;426353601
NSR:StopPlace:10186;4263536
NSR:Quay:17305;402411801
NSR:Quay:17304;402411802
NSR:StopPlace:10187;4024118
NSR:Quay:17306;412178301
NSR:StopPlace:10188;4121783
NSR:Quay:17307;402411902
NSR:Quay:17308;402411901
NSR:StopPlace:10189;4024119
NSR:Quay:1647;122329501
NSR:Quay:1648;122329502
NSR:StopPlace:1019;1223295
NSR:Quay:17310;412178401
NSR:Quay:17309;412178403
NSR:Quay:17311;412178402
NSR:StopPlace:10190;4121784
NSR:Quay:17312;402412001
NSR:StopPlace:10191;4024120
NSR:Quay:17314;426353801
NSR:Quay:17313;426353802
NSR:StopPlace:10192;4263538
NSR:Quay:17316;412178601
NSR:Quay:17315;412178602
NSR:StopPlace:10193;4121786
NSR:Quay:17317;402418601
NSR:Quay:17318;402418602
NSR:StopPlace:10194;4024186
NSR:Quay:17320;412178801
NSR:Quay:17321;412178803
NSR:Quay:17319;412178802
NSR:StopPlace:10195;4121788
NSR:Quay:17322;402419001
NSR:Quay:17323;402419002
NSR:Quay:17324;402419003
NSR:StopPlace:10196;4024190
NSR:Quay:17325;412178901
NSR:StopPlace:10197;4121789
NSR:Quay:17326;426354002
NSR:Quay:17327;426354001
NSR:StopPlace:10198;4263540
NSR:Quay:17329;402419202
NSR:Quay:17328;402419201
NSR:StopPlace:10199;4024192
NSR:Quay:1649;135124301
NSR:StopPlace:1020;1351243
NSR:Quay:17330;412179001
NSR:Quay:17331;412179002
NSR:StopPlace:10200;4121790
NSR:Quay:17332;412179201
NSR:Quay:17333;412179202
NSR:StopPlace:10201;4121792
NSR:Quay:17334;402420301
NSR:StopPlace:10202;4024203
NSR:Quay:17335;426354101
NSR:StopPlace:10203;4263541
NSR:Quay:17336;412179403
NSR:Quay:17337;412179402
NSR:Quay:17338;412179401
NSR:StopPlace:10204;4121794
NSR:Quay:17339;402420401
NSR:Quay:17340;402420402
NSR:StopPlace:10205;4024204
NSR:Quay:17342;412179602
NSR:Quay:17341;412179601
NSR:StopPlace:10206;4121796
NSR:Quay:17343;402420501
NSR:Quay:17344;402420502
NSR:StopPlace:10207;4024205
NSR:Quay:17345;412179801
NSR:Quay:17346;412179802
NSR:StopPlace:10208;4121798
NSR:Quay:17347;426354201
NSR:StopPlace:10209;4263542
NSR:Quay:1650;122330001
NSR:Quay:1651;122330002
NSR:StopPlace:1021;1223300
NSR:Quay:17348;402420601
NSR:StopPlace:10210;4024206
NSR:Quay:17350;412180001
NSR:Quay:17349;412180002
NSR:StopPlace:10211;4121800
NSR:Quay:17351;402420701
NSR:StopPlace:10212;4024207
NSR:Quay:17352;412180101
NSR:Quay:17353;412180102
NSR:StopPlace:10213;4121801
NSR:Quay:17355;402420802
NSR:Quay:17356;402420801
NSR:Quay:17354;402420803
NSR:StopPlace:10214;4024208
NSR:Quay:17358;412180202
NSR:Quay:17357;412180201
NSR:StopPlace:10215;4121802
NSR:Quay:17359;426354301
NSR:StopPlace:10216;4263543
NSR:Quay:17360;402420901
NSR:StopPlace:10217;4024209
NSR:Quay:17361;412180301
NSR:StopPlace:10218;4121803
NSR:Quay:17362;412180401
NSR:StopPlace:10219;4121804
NSR:Quay:1652;105542502
NSR:Quay:1653;105542501
NSR:StopPlace:1022;1055425
NSR:Quay:17363;402421101
NSR:StopPlace:10220;4024211
NSR:Quay:17364;412180501
NSR:StopPlace:10221;4121805
NSR:Quay:17365;402421201
NSR:Quay:17366;402421202
NSR:StopPlace:10222;4024212
NSR:Quay:17368;426354402
NSR:Quay:17367;426354401
NSR:StopPlace:10223;4263544
NSR:Quay:17369;412180601
NSR:StopPlace:10224;4121806
NSR:Quay:17370;412180801
NSR:StopPlace:10225;4121808
NSR:Quay:17371;402421401
NSR:StopPlace:10226;4024214
NSR:Quay:17372;412181001
NSR:Quay:17373;412181002
NSR:StopPlace:10227;4121810
NSR:Quay:17374;402421501
NSR:StopPlace:10228;4024215
NSR:Quay:17375;412181101
NSR:StopPlace:10229;4121811
NSR:Quay:1654;122330501
NSR:Quay:1655;122330502
NSR:StopPlace:1023;1223305
NSR:Quay:17376;402421602
NSR:Quay:17378;402421601
NSR:StopPlace:10230;4024216
NSR:Quay:17377;426354602
NSR:Quay:17379;426354601
NSR:Quay:17380;426354603
NSR:StopPlace:10231;4263546
NSR:Quay:17381;412181201
NSR:StopPlace:10232;4121812
NSR:Quay:17382;402421701
NSR:StopPlace:10233;4024217
NSR:Quay:17384;412181401
NSR:Quay:17383;412181402
NSR:StopPlace:10234;4121814
NSR:Quay:17385;402421801
NSR:StopPlace:10235;4024218
NSR:Quay:17386;412181501
NSR:StopPlace:10236;4121815
NSR:Quay:17387;426354702
NSR:Quay:17389;426354701
NSR:StopPlace:10237;4263547
NSR:Quay:17391;412181603
NSR:Quay:17388;412181601
NSR:Quay:17392;412181602
NSR:StopPlace:10238;4121816
NSR:Quay:17390;402422101
NSR:StopPlace:10239;4024221
NSR:Quay:1656;1351244
NSR:StopPlace:1024;1351244
NSR:Quay:17393;402422202
NSR:StopPlace:10240;4024222
NSR:Quay:17394;412181801
NSR:StopPlace:10241;4121818
NSR:Quay:17395;412182001
NSR:StopPlace:10242;4121820
NSR:Quay:17396;402422303
NSR:StopPlace:10243;4024223
NSR:Quay:17397;412182202
NSR:Quay:17398;412182201
NSR:StopPlace:10244;4121822
NSR:Quay:17401;426354801
NSR:Quay:17399;426354802
NSR:StopPlace:10245;4263548
NSR:Quay:17400;402422404
NSR:StopPlace:10246;4024224
NSR:Quay:17402;412182401
NSR:Quay:17403;412182402
NSR:StopPlace:10247;4121824
NSR:Quay:17406;402422703
NSR:Quay:17404;402422701
NSR:Quay:17405;402422702
NSR:StopPlace:10248;4024227
NSR:Quay:17407;412182501
NSR:StopPlace:10249;4121825
NSR:Quay:1657;122331001
NSR:Quay:1658;122331002
NSR:StopPlace:1025;1223310
NSR:Quay:17408;402426001
NSR:StopPlace:10250;4024260
NSR:Quay:17409;412182601
NSR:Quay:17410;412182602
NSR:StopPlace:10251;4121826
NSR:Quay:17411;426354901
NSR:Quay:17412;426354902
NSR:StopPlace:10252;4263549
NSR:Quay:17413;402426201
NSR:StopPlace:10253;4024262
NSR:Quay:17414;412183001
NSR:StopPlace:10254;4121830
NSR:Quay:17415;402426401
NSR:StopPlace:10255;4024264
NSR:Quay:17417;412183202
NSR:Quay:17416;412183201
NSR:StopPlace:10256;4121832
NSR:Quay:17418;402426601
NSR:StopPlace:10257;4024266
NSR:Quay:17419;412183402
NSR:Quay:17420;412183401
NSR:StopPlace:10258;4121834
NSR:Quay:17421;402426801
NSR:StopPlace:10259;4024268
NSR:Quay:1660;105543004
NSR:Quay:1659;105543003
NSR:StopPlace:1026;1055430
NSR:Quay:17422;412183602
NSR:Quay:17423;412183601
NSR:StopPlace:10260;4121836
NSR:Quay:17424;426355001
NSR:Quay:17425;426355002
NSR:StopPlace:10261;4263550
NSR:Quay:17426;412183801
NSR:Quay:17427;412183802
NSR:StopPlace:10262;4121838
NSR:Quay:17428;402430001
NSR:StopPlace:10263;4024300
NSR:Quay:17430;412184002
NSR:Quay:17429;412184001
NSR:StopPlace:10264;4121840
NSR:Quay:17432;402430101
NSR:Quay:17431;402430102
NSR:StopPlace:10265;4024301
NSR:Quay:17435;412184103
NSR:Quay:17434;412184104
NSR:Quay:17433;412184101
NSR:Quay:17436;412184102
NSR:StopPlace:10266;4121841
NSR:Quay:17438;426355101
NSR:StopPlace:10267;4263551
NSR:Quay:17437;402430202
NSR:Quay:17439;402430201
NSR:StopPlace:10268;4024302
NSR:Quay:17440;412184201
NSR:Quay:17441;412184202
NSR:StopPlace:10269;4121842
NSR:Quay:98542;122331502
NSR:Quay:1661;122331501
NSR:StopPlace:1027;1223315
NSR:Quay:17442;402430401
NSR:Quay:17443;402430402
NSR:StopPlace:10270;4024304
NSR:Quay:17444;412184302
NSR:Quay:17445;412184301
NSR:StopPlace:10271;4121843
NSR:Quay:17446;402430601
NSR:StopPlace:10272;4024306
NSR:Quay:17448;412184402
NSR:Quay:17447;412184401
NSR:StopPlace:10273;4121844
NSR:Quay:17450;426355201
NSR:Quay:17449;426355202
NSR:StopPlace:10274;4263552
NSR:Quay:17451;402430802
NSR:Quay:17452;402430801
NSR:StopPlace:10275;4024308
NSR:Quay:17454;412184602
NSR:Quay:17453;412184601
NSR:StopPlace:10276;4121846
NSR:Quay:17455;412184801
NSR:Quay:17459;412184805
NSR:Quay:17460;412184803
NSR:Quay:17457;412184802
NSR:Quay:17456;412184804
NSR:StopPlace:10277;4121848
NSR:Quay:17458;402430901
NSR:StopPlace:10278;4024309
NSR:Quay:17462;402431001
NSR:Quay:17461;402431002
NSR:StopPlace:10279;4024310
NSR:Quay:1662;135124501
NSR:Quay:1663;135124502
NSR:StopPlace:1028;1351245
NSR:Quay:17463;412185002
NSR:Quay:17464;412185001
NSR:StopPlace:10280;4121850
NSR:Quay:17465;426355401
NSR:Quay:17466;426355402
NSR:Quay:17467;426355403
NSR:StopPlace:10281;4263554
NSR:Quay:17468;402440101
NSR:StopPlace:10282;4024401
NSR:Quay:17469;412185202
NSR:Quay:17470;412185201
NSR:StopPlace:10283;4121852
NSR:Quay:17471;412185401
NSR:Quay:17472;412185402
NSR:StopPlace:10284;4121854
NSR:Quay:17473;402442002
NSR:Quay:17474;402442001
NSR:StopPlace:10285;4024420
NSR:Quay:17475;426355502
NSR:Quay:17476;426355501
NSR:StopPlace:10286;4263555
NSR:Quay:17477;412185602
NSR:Quay:17478;412185601
NSR:StopPlace:10287;4121856
NSR:Quay:17479;402442201
NSR:StopPlace:10288;4024422
NSR:Quay:17480;412185802
NSR:Quay:17481;412185801
NSR:StopPlace:10289;4121858
NSR:Quay:1664;122332002
NSR:Quay:1665;122332001
NSR:StopPlace:1029;1223320
NSR:Quay:17482;402442402
NSR:Quay:17483;402442401
NSR:StopPlace:10290;4024424
NSR:Quay:17484;412186001
NSR:StopPlace:10291;4121860
NSR:Quay:17485;426355601
NSR:Quay:17486;426355602
NSR:StopPlace:10292;4263556
NSR:Quay:17487;402442601
NSR:StopPlace:10293;4024426
NSR:Quay:17488;412186202
NSR:Quay:17489;412186201
NSR:StopPlace:10294;4121862
NSR:Quay:17490;402442801
NSR:StopPlace:10295;4024428
NSR:Quay:17491;412186401
NSR:StopPlace:10296;4121864
NSR:Quay:17492;412186601
NSR:StopPlace:10297;4121866
NSR:Quay:17493;426355901
NSR:StopPlace:10298;4263559
NSR:Quay:17494;402443001
NSR:StopPlace:10299;4024430
NSR:Quay:1666;105543505
NSR:Quay:1667;105543504
NSR:StopPlace:1030;1055435
NSR:Quay:17495;412186801
NSR:StopPlace:10300;4121868
NSR:Quay:17496;402443101
NSR:StopPlace:10301;4024431
NSR:Quay:17497;412187001
NSR:StopPlace:10302;4121870
NSR:Quay:17498;402443201
NSR:StopPlace:10303;4024432
NSR:Quay:17499;412187201
NSR:StopPlace:10304;4121872
NSR:Quay:17500;426494601
NSR:StopPlace:10305;4264946
NSR:Quay:17501;402443301
NSR:StopPlace:10306;4024433
NSR:Quay:17503;412187401
NSR:Quay:17502;412187402
NSR:StopPlace:10307;4121874
NSR:Quay:17504;402443401
NSR:StopPlace:10308;4024434
NSR:Quay:17506;412187602
NSR:Quay:17505;412187601
NSR:StopPlace:10309;4121876
NSR:Quay:1668;122332502
NSR:Quay:1669;122332501
NSR:StopPlace:1031;1223325
NSR:Quay:17507;402443601
NSR:StopPlace:10310;4024436
NSR:Quay:17508;412187802
NSR:Quay:17509;412187801
NSR:StopPlace:10311;4121878
NSR:Quay:17510;426494801
NSR:StopPlace:10312;4264948
NSR:Quay:17511;402443801
NSR:StopPlace:10313;4024438
NSR:Quay:17512;412187901
NSR:StopPlace:10314;4121879
NSR:Quay:17513;402444001
NSR:StopPlace:10315;4024440
NSR:Quay:17514;412188001
NSR:Quay:17515;412188002
NSR:StopPlace:10316;4121880
NSR:Quay:17516;402444201
NSR:StopPlace:10317;4024442
NSR:Quay:17517;426495001
NSR:StopPlace:10318;4264950
NSR:Quay:17518;412188201
NSR:StopPlace:10319;4121882
NSR:Quay:1670;135125002
NSR:Quay:1671;135125001
NSR:StopPlace:1032;1351250
NSR:Quay:17520;412188401
NSR:Quay:17519;412188402
NSR:StopPlace:10320;4121884
NSR:Quay:17522;412188601
NSR:Quay:17521;412188602
NSR:StopPlace:10321;4121886
NSR:Quay:17523;402444401
NSR:StopPlace:10322;4024444
NSR:Quay:17524;412188801
NSR:StopPlace:10323;4121888
NSR:Quay:17525;402444501
NSR:StopPlace:10324;4024445
